web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679937200-1055","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","07:00","Mayormente cubierto","20°","22 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1056","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","07:30","Mayormente cubierto","19°","17 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1057","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","08:00","Mayormente cubierto","19°","17 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1058","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","08:30","Parcialmente cubierto","20°","20 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1059","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","09:00","Nubes dispersas","20°","20 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1060","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","09:30","Parcialmente cubierto","21°","19 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1061","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","10:00","Mayormente cubierto","21°","22 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1062","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","10:30","Mayormente cubierto","21°","22 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1063","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","11:00","Mayormente cubierto","21°","24 km/h","69%","1026 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1064","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","11:30","Parcialmente cubierto","22°","28 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1065","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","12:00","Parcialmente cubierto","22°","26 > 48 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1066","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","12:30","Parcialmente cubierto","22°","28 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1067","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","13:00","Nubes dispersas","23°","26 km/h","57%","1024 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1068","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","13:30","Nubes dispersas","22°","32 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1069","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","14:00","Nubes dispersas","22°","35 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1070","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","14:30","Nubes dispersas","23°","33 km/h","61%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1071","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","15:00","Nubes dispersas","22°","32 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1072","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","15:30","Nubes dispersas","22°","33 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1073","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","16:00","Nubes dispersas","22°","33 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1074","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","16:30","Nubes dispersas","22°","32 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1075","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","17:00","Nubes dispersas","21°","35 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1076","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","17:30","Mayormente cubierto","21°","32 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1077","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","18:00","Mayormente cubierto","21°","35 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1078","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","18:30","Parcialmente cubierto","20°","33 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1079","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","19:00","Parcialmente cubierto","20°","30 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1080","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","19:30","Parcialmente cubierto","20°","30 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1081","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","20:00","Mayormente cubierto","20°","35 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1082","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","20:30","Mayormente cubierto","20°","28 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1083","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","21:00","Nubes dispersas","20°","26 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1084","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","21:30","Parcialmente cubierto","20°","30 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1085","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","22:00","Mayormente cubierto","20°","30 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1086","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","22:30","Mayormente cubierto","20°","28 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1087","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","23:00","Mayormente cubierto","21°","26 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937200-1088","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 22 Diciembre 2019","23:30","Mayormente cubierto","21°","26 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2019.html"
"1679937203-1089","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 23 Diciembre 2019","00:00","Mayormente cubierto","20°","24 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/23-diciembre-2019.html"
"1679937203-1090","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 23 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/23-diciembre-2019.html"
"1679937203-1091","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 23 Diciembre 2019","00:30","Mayormente cubierto","20°","26 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/23-diciembre-2019.html"
"1679937203-1092","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 23 Diciembre 2019","01:00","Mayormente cubierto","20°","20 km/h","83%","1022 hPa","https://www.tutiempo.net/registros/gclp/23-diciembre-2019.html"
"1679937203-1093","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 23 Diciembre 2019","01:30","Parcialmente cubierto","20°","17 km/h","83%","1022 hPa","https://www.tutiempo.net/registros/gclp/23-diciembre-2019.html"
"1679937203-1094","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 23 Diciembre 2019","02:00","Parcialmente cubierto","19°","13 km/h","88%","1022 hPa","https://www.tutiempo.net/registros/gclp/23-diciembre-2019.html"
"1679937203-1095","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 23 Diciembre 2019","02:30","Parcialmente cubierto","19°","7 km/h","83%","1022 hPa","https://www.tutiempo.net/registros/gclp/23-diciembre-2019.html"
"1679937203-1096","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 23 Diciembre 2019","03:00","Nubes dispersas","18°","7 km/h","88%","1022 hPa","https://www.tutiempo.net/registros/gclp/23-diciembre-2019.html"
