web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679937159-364","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","02:30","Parcialmente cubierto","19°","37 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-365","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","03:00","Parcialmente cubierto","18°","33 km/h","77%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-366","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","03:30","Parcialmente cubierto","18°","37 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-367","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","04:00","Parcialmente cubierto","18°","35 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-368","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","04:30","Parcialmente cubierto","18°","35 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-369","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","05:00","Parcialmente cubierto","18°","35 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-370","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","05:30","Nubes dispersas","18°","30 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-371","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","06:00","Nubes dispersas","18°","26 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-372","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","06:30","Nubes dispersas","18°","28 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-373","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","07:00","Nubes dispersas","18°","28 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-374","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","07:30","Parcialmente cubierto","18°","30 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-375","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","08:00","Parcialmente cubierto","18°","24 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-376","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","08:30","Nubes dispersas","19°","28 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-377","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","09:00","Mayormente cubierto","19°","30 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-378","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","09:30","Nubes dispersas","20°","33 km/h","60%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-379","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","10:00","Nubes dispersas","20°","33 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-380","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","10:30","Nubes dispersas","21°","35 km/h","60%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-381","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","11:00","Nubes dispersas","21°","39 km/h","60%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-382","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","11:30","Nubes dispersas","21°","39 km/h","60%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-383","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","12:00","Nubes dispersas","21°","37 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-384","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","12:30","Nubes dispersas","21°","37 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-385","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","13:00","Parcialmente cubierto","21°","41 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-386","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","13:30","Nubes dispersas","21°","39 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-387","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","14:00","Nubes dispersas","22°","37 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-388","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","14:30","Parcialmente cubierto","21°","39 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-389","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","15:00","Parcialmente cubierto","21°","39 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-390","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","15:30","Parcialmente cubierto","21°","39 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-391","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","16:00","Nubes dispersas","21°","41 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-392","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","16:30","Nubes dispersas","20°","39 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-393","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","17:00","Nubes dispersas","20°","37 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-394","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","17:30","Nubes dispersas","20°","35 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-395","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","18:00","Nubes dispersas","19°","35 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-396","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","18:30","Nubes dispersas","19°","30 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-397","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","19:00","Nubes dispersas","19°","28 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-398","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","19:30","Nubes dispersas","19°","30 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-399","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","20:00","Parcialmente cubierto","19°","35 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-400","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","20:30","Parcialmente cubierto","19°","33 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-401","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","21:00","Parcialmente cubierto","19°","35 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-402","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","21:30","Mayormente cubierto","19°","33 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-403","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","22:00","Parcialmente cubierto","19°","33 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-404","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","22:30","Parcialmente cubierto","19°","28 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-405","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","23:00","Mayormente cubierto","19°","32 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937159-406","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 8 Diciembre 2019","23:30","Parcialmente cubierto","19°","30 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2019.html"
"1679937162-407","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","00:00","Mayormente cubierto","18°","26 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-408","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-409","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","00:30","Mayormente cubierto","19°","28 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-410","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","01:00","Parcialmente cubierto","19°","30 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-411","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","01:30","Mayormente cubierto","19°","30 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-412","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","02:00","Mayormente cubierto","19°","30 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-413","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","02:30","Parcialmente cubierto","18°","28 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-414","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","03:00","Parcialmente cubierto","18°","24 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-415","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","03:30","Mayormente cubierto","18°","24 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-416","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","04:00","Mayormente cubierto","18°","26 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-417","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","04:30","Mayormente cubierto","18°","24 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-418","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","05:00","Mayormente cubierto","18°","24 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-419","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","05:30","Mayormente cubierto","18°","20 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-420","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","06:00","Parcialmente cubierto","18°","26 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-421","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","06:30","Mayormente cubierto","18°","26 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-422","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","07:00","Mayormente cubierto","18°","24 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-423","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","07:30","Parcialmente cubierto","18°","26 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-424","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","08:00","Parcialmente cubierto","18°","26 km/h","77%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-425","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","08:30","Parcialmente cubierto","19°","24 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-426","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","09:00","Parcialmente cubierto","19°","22 km/h","73%","1028 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-427","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","09:30","Parcialmente cubierto","19°","22 km/h","73%","1028 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-428","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","10:00","Mayormente cubierto","19°","28 km/h","73%","1028 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-429","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","10:30","Mayormente cubierto","20°","28 km/h","68%","1028 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-430","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","11:00","Mayormente cubierto","20°","28 km/h","68%","1028 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-431","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","11:30","Mayormente cubierto","20°","30 km/h","68%","1028 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-432","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","12:00","Mayormente cubierto","20°","32 km/h","73%","1028 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-433","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","12:30","Parcialmente cubierto","21°","32 km/h","64%","1028 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-434","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","13:00","Parcialmente cubierto","22°","32 km/h","60%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-435","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","13:30","Parcialmente cubierto","21°","32 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-436","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","14:00","Parcialmente cubierto","21°","30 km/h","69%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-437","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","14:30","Parcialmente cubierto","22°","32 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-438","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","15:00","Parcialmente cubierto","21°","30 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-439","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","15:30","Parcialmente cubierto","21°","28 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-440","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","16:00","Nubes dispersas","21°","28 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-441","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","16:30","Nubes dispersas","21°","28 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-442","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","17:00","Nubes dispersas","20°","28 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-443","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","17:30","Nubes dispersas","20°","30 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-444","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","18:00","Nubes dispersas","20°","26 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-445","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","18:30","Nubes dispersas","19°","26 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-446","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","19:00","Nubes dispersas","19°","28 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-447","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","19:30","Nubes dispersas","19°","22 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-448","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","20:00","Parcialmente cubierto","19°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-449","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","20:30","Parcialmente cubierto","19°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-450","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","21:00","Mayormente cubierto","19°","17 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-451","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","21:30","Parcialmente cubierto","19°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-452","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","22:00","Parcialmente cubierto","19°","20 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-453","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","22:30","Parcialmente cubierto","18°","17 km/h","77%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-454","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","23:00","Nubes dispersas","18°","15 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937162-455","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 9 Diciembre 2019","23:30","Parcialmente cubierto","18°","17 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2019.html"
"1679937165-456","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","00:00","Parcialmente cubierto","18°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-457","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-458","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","00:30","Parcialmente cubierto","18°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-459","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","01:00","Parcialmente cubierto","18°","22 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-460","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","01:30","Nubes dispersas","18°","20 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-461","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","02:00","Nubes dispersas","17°","20 km/h","72%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-462","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","02:30","Nubes dispersas","18°","24 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-463","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","03:00","Parcialmente cubierto","18°","22 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-464","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","03:30","Nubes dispersas","18°","28 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-465","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","04:00","Parcialmente cubierto","18°","22 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-466","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","04:30","Parcialmente cubierto","18°","20 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-467","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","05:00","Parcialmente cubierto","18°","19 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-468","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","05:30","Nubes dispersas","18°","19 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-469","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","06:00","Nubes dispersas","18°","19 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-470","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","06:30","Nubes dispersas","17°","17 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-471","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","07:00","Nubes dispersas","17°","19 km/h","72%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-472","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","07:30","Nubes dispersas","17°","19 km/h","72%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-473","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","08:00","Nubes dispersas","17°","20 km/h","72%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-474","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","08:30","Nubes dispersas","18°","19 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-475","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","09:00","Nubes dispersas","18°","20 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-476","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","09:30","Nubes dispersas","19°","19 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-477","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","10:00","Parcialmente cubierto","20°","22 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-478","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","10:30","Nubes dispersas","21°","26 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-479","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","11:00","Parcialmente cubierto","21°","30 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
