web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680688097-14","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","06:00","Nubes dispersas","19°","15 km/h","64%","1016 hPa",""
"1680688097-15","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","06:30","Parcialmente cubierto","19°","15 km/h","68%","1016 hPa",""
"1680688097-16","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","07:00","Mayormente cubierto","20°","17 km/h","64%","1016 hPa",""
"1680688097-17","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","07:30","Mayormente cubierto","20°","15 km/h","60%","1016 hPa",""
"1680688097-18","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","08:00","Parcialmente cubierto","19°","13 km/h","64%","1017 hPa",""
"1680688097-19","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","08:30","Parcialmente cubierto","20°","15 km/h","56%","1017 hPa",""
"1680688097-20","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","09:00","Parcialmente cubierto","21°","13 km/h","53%","1017 hPa",""
"1680688097-21","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","09:30","Parcialmente cubierto","21°","15 km/h","53%","1017 hPa",""
"1680688097-22","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","10:00","Nubes dispersas","21°","19 km/h","53%","1017 hPa",""
"1680688097-23","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","10:30","Nubes dispersas","22°","15 km/h","50%","1018 hPa",""
"1680688097-24","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","11:00","Nubes dispersas","23°","17 km/h","47%","1017 hPa",""
"1680688097-25","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","11:30","Nubes dispersas","23°","24 km/h","50%","1017 hPa",""
"1680688097-26","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","12:00","Nubes dispersas","23°","32 km/h","53%","1016 hPa",""
"1680688097-27","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","12:30","Nubes dispersas","24°","33 km/h","50%","1016 hPa",""
"1680688097-28","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","13:00","Nubes dispersas","23°","39 km/h","53%","1015 hPa",""
"1680688097-29","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","13:30","Nubes dispersas","23°","37 km/h","57%","1015 hPa",""
"1680688097-30","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","14:00","Nubes dispersas","23°","35 km/h","57%","1015 hPa",""
"1680688097-31","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","14:30","Nubes dispersas","23°","35 km/h","53%","1014 hPa",""
"1680688097-32","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","15:00","Nubes dispersas","24°","35 km/h","50%","1014 hPa",""
"1680688097-33","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","15:30","Nubes dispersas","24°","32 km/h","50%","1014 hPa",""
"1680688097-34","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","16:00","Nubes dispersas","23°","32 km/h","53%","1014 hPa",""
"1680688097-35","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","16:30","Nubes dispersas","23°","30 km/h","53%","1014 hPa",""
"1680688097-36","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","17:00","Nubes dispersas","23°","26 km/h","53%","1014 hPa",""
"1680688097-37","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","17:30","Parcialmente cubierto","22°","22 km/h","60%","1014 hPa",""
"1680688097-38","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","18:00","Parcialmente cubierto","22°","20 km/h","57%","1014 hPa",""
"1680688097-39","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","18:30","Parcialmente cubierto","22°","24 km/h","57%","1014 hPa",""
"1680688097-40","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","19:00","Parcialmente cubierto","21°","22 km/h","64%","1014 hPa",""
"1680688097-41","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","19:30","Parcialmente cubierto","21°","20 km/h","64%","1015 hPa",""
"1680688097-42","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","20:00","Mayormente cubierto","20°","22 km/h","78%","1015 hPa",""
"1680688097-43","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","20:30","Nubes dispersas","20°","17 km/h","78%","1015 hPa",""
"1680688097-44","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","21:00","Mayormente cubierto","19°","2 km/h","83%","1016 hPa",""
"1680688097-45","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","21:30","Mayormente cubierto","20°","9 km/h","78%","1016 hPa",""
"1680688097-46","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","22:00","Mayormente cubierto","20°","11 km/h","73%","1015 hPa",""
"1680688097-47","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","22:30","Llovizna","20°","9 km/h","78%","1016 hPa",""
"1680688097-48","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","23:00","Parcialmente cubierto","20°","7 km/h","78%","1016 hPa",""
"1680688097-49","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 1 Diciembre 2022","23:30","Parcialmente cubierto","20°","9 km/h","73%","1015 hPa",""
"1680688100-50","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","00:00","Parcialmente cubierto","20°","13 km/h","78%","1015 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-51","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-52","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","00:30","Parcialmente cubierto","19°","7 km/h","78%","1015 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-53","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","01:00","Nubes dispersas","19°","11 km/h","78%","1015 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-54","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","01:30","Nubes dispersas","19°","7 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-55","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","02:00","Nubes dispersas","18°","7 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-56","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","02:30","Parcialmente cubierto","18°","4 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-57","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","03:00","Nubes dispersas","19°","6 km/h","73%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-58","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","03:30","Nubes dispersas","18°","7 km/h","73%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-59","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","04:00","Nubes dispersas","18°","En calma","73%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-60","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","04:30","Parcialmente cubierto","19°","13 km/h","78%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-61","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","05:00","Mayormente cubierto","19°","15 km/h","78%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-62","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","05:30","Mayormente cubierto","19°","15 km/h","78%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-63","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","05:45","Lluvia","18°","22 km/h","94%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-64","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","06:00","Lluvia","18°","20 km/h","94%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-65","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","06:30","Mayormente cubierto","18°","13 km/h","94%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-66","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","07:00","Mayormente cubierto","18°","7 km/h","88%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-67","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","07:30","Llovizna","18°","7 km/h","94%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-68","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","08:00","Mayormente cubierto","18°","7 km/h","94%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-69","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","08:30","Mayormente cubierto","19°","11 km/h","88%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-70","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","08:40","Llovizna","19°","15 km/h","88%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-71","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","09:00","Llovizna","18°","13 km/h","94%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-72","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","09:30","Parcialmente cubierto","20°","11 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-73","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","10:00","Parcialmente cubierto","21°","22 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-74","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","10:30","Parcialmente cubierto","22°","17 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-75","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","11:00","Parcialmente cubierto","20°","22 km/h","83%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-76","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","11:30","Parcialmente cubierto","22°","20 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-77","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","12:00","Parcialmente cubierto","23°","26 km/h","61%","1014 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-78","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","12:30","Parcialmente cubierto","24°","24 km/h","61%","1013 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-79","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","13:00","Nubes dispersas","24°","26 km/h","54%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-80","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","13:30","Nubes dispersas","24°","26 km/h","50%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-81","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","14:00","Nubes dispersas","24°","33 km/h","54%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-82","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","14:30","Nubes dispersas","24°","32 km/h","50%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-83","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","15:00","Nubes dispersas","24°","33 km/h","54%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-84","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","15:30","Nubes dispersas","24°","35 km/h","50%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-85","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","16:00","Nubes dispersas","23°","32 km/h","53%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-86","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","16:30","Nubes dispersas","23°","26 km/h","53%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-87","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","17:00","Nubes dispersas","22°","28 km/h","60%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-88","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","17:30","Llovizna","20°","24 km/h","83%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-89","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","18:00","Llovizna","20°","17 km/h","78%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-90","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","18:30","Parcialmente cubierto","20°","26 km/h","78%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-91","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","19:00","Nubes dispersas","20°","20 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-92","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","19:30","Nubes dispersas","20°","19 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-93","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","20:00","Nubes dispersas","20°","20 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-94","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","20:30","Parcialmente cubierto","20°","13 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-95","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","21:00","Nubes dispersas","19°","13 km/h","78%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-96","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","21:30","Nubes dispersas","19°","13 km/h","78%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-97","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","22:00","Nubes dispersas","19°","17 km/h","83%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-98","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","22:30","Parcialmente cubierto","19°","13 km/h","78%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-99","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","23:00","Nubes dispersas","19°","15 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688100-100","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 2 Diciembre 2022","23:30","Nubes dispersas","19°","11 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2022.html"
"1680688103-101","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","00:00","Parcialmente cubierto","19°","9 km/h","78%","1012 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-102","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-103","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","00:30","Parcialmente cubierto","18°","7 km/h","77%","1012 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-104","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","01:00","Parcialmente cubierto","18°","7 km/h","83%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-105","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","01:30","Parcialmente cubierto","18°","9 km/h","88%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-106","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","02:00","Parcialmente cubierto","19°","15 km/h","78%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-107","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","02:30","Mayormente cubierto","19°","9 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-108","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","03:00","Mayormente cubierto","19°","7 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-109","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","03:30","Mayormente cubierto","19°","7 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-110","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","04:00","Mayormente cubierto","19°","4 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-111","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","04:30","Parcialmente cubierto","19°","2 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-112","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","05:00","Parcialmente cubierto","18°","2 km/h","77%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-113","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","05:30","Parcialmente cubierto","18°","6 km/h","77%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-114","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","06:00","Mayormente cubierto","19°","9 km/h","78%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-115","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","06:30","Parcialmente cubierto","19°","6 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-116","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","07:00","Parcialmente cubierto","18°","7 km/h","77%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-117","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","07:30","Mayormente cubierto","19°","7 km/h","78%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-118","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","08:00","Mayormente cubierto","19°","7 km/h","78%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-119","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","08:30","Mayormente cubierto","20°","En calma","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-120","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","09:00","Llovizna","19°","19 km/h","83%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-121","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","09:30","Mayormente cubierto","19°","13 km/h","83%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-122","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","10:00","Mayormente cubierto","20°","15 km/h","78%","1012 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-123","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","10:30","Parcialmente cubierto","20°","19 km/h","78%","1012 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-124","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","11:00","Mayormente cubierto","21°","13 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-125","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","11:30","Mayormente cubierto","21°","17 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-126","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","12:00","Mayormente cubierto","21°","20 km/h","78%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-127","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","12:30","Mayormente cubierto","21°","19 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-128","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","13:00","Mayormente cubierto","21°","17 km/h","69%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-129","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","13:30","Mayormente cubierto","20°","22 km/h","78%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-130","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","14:00","Lluvia ligera","19°","17 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-131","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","14:30","Lluvia ligera","19°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-132","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","15:00","Lluvia ligera","18°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-133","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","15:30","Lluvia ligera","18°","17 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-134","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","16:00","Lluvia ligera","18°","15 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-135","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","16:30","Lluvia ligera","18°","15 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-136","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","17:00","Lluvia ligera","18°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-137","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","17:30","Mayormente cubierto","18°","15 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680688103-138","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","18:00","Mayormente cubierto","18°","11 km/h","94%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
